Gender,Married,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Male,No,Graduate,Yes,9320,9847,438,240,1,Semiurban,Approved
Male,No,Graduate,No,9157,5767,272,360,0,Urban,Rejected
Female,No,Graduate,No,13128,991,639,360,1,Semiurban,Approved
Female,Yes,Not Graduate,No,10963,6361,622,180,1,Semiurban,Approved
Male,No,Graduate,Yes,5670,7893,325,180,0,Semiurban,Rejected
Female,Yes,Not Graduate,Yes,19095,4651,327,300,1,Rural,Approved
Male,Yes,Not Graduate,Yes,13728,5651,293,180,0,Rural,Rejected
Female,No,Graduate,No,15500,1827,313,360,0,Urban,Rejected
Male,No,Graduate,Yes,9829,8354,679,240,1,Urban,Approved
Female,Yes,Not Graduate,Yes,19051,4559,491,240,1,Urban,Approved
Male,No,Not Graduate,No,12703,9873,264,180,0,Rural,Rejected
Female,Yes,Graduate,No,8791,8891,692,240,1,Rural,Approved
Male,Yes,Graduate,No,13079,8088,427,180,0,Rural,Rejected
Female,No,Graduate,Yes,17768,3401,153,180,1,Rural,Approved
Male,No,Graduate,No,17556,2282,560,240,0,Rural,Rejected
Female,No,Graduate,No,17302,9437,676,360,1,Semiurban,Approved
Female,Yes,Not Graduate,No,2626,5409,583,240,1,Urban,Rejected
Female,Yes,Not Graduate,Yes,3601,7883,497,300,0,Urban,Rejected
Female,No,Not Graduate,Yes,7958,3824,550,180,1,Semiurban,Approved
Female,No,Not Graduate,No,4820,5632,185,180,1,Semiurban,Rejected
Male,No,Graduate,Yes,10874,5558,590,180,1,Semiurban,Approved
Female,No,Graduate,Yes,4925,8665,475,360,1,Rural,Rejected
Male,No,Graduate,Yes,1618,4486,411,360,0,Semiurban,Rejected
Male,No,Graduate,No,17324,7190,57,360,0,Urban,Rejected
Male,Yes,Not Graduate,No,8808,599,285,240,0,Urban,Rejected
Male,No,Graduate,No,12163,2287,396,180,0,Rural,Rejected
Male,No,Not Graduate,No,19711,1525,72,240,0,Rural,Rejected
Female,Yes,Graduate,No,18521,6676,357,180,0,Rural,Rejected
Female,Yes,Not Graduate,No,16888,2666,204,300,1,Semiurban,Approved
Female,Yes,Graduate,No,17748,1774,107,360,0,Urban,Rejected
Female,Yes,Not Graduate,No,17046,7894,402,300,1,Urban,Approved
Female,No,Graduate,Yes,11027,3459,384,300,1,Rural,Approved
Female,Yes,Not Graduate,No,7885,5321,554,360,1,Rural,Approved
Male,No,Graduate,No,14529,5054,372,180,0,Urban,Rejected
Male,Yes,Graduate,No,8346,1215,218,240,0,Semiurban,Rejected
Male,Yes,Not Graduate,Yes,1596,9549,180,180,1,Semiurban,Rejected
Female,Yes,Not Graduate,No,11628,5367,210,360,1,Rural,Approved
Male,Yes,Not Graduate,Yes,17907,122,107,240,0,Urban,Rejected
Female,Yes,Graduate,No,1675,5550,597,300,0,Rural,Rejected
Female,No,Graduate,No,17979,2364,263,240,0,Rural,Rejected
Male,No,Not Graduate,Yes,10015,3629,148,180,1,Rural,Approved
Male,No,Graduate,Yes,8362,6617,590,360,0,Urban,Rejected
Male,Yes,Graduate,No,4688,1178,124,180,0,Semiurban,Rejected
Female,No,Graduate,Yes,1575,1269,240,300,0,Urban,Rejected
Male,No,Graduate,Yes,14230,1743,518,300,1,Semiurban,Approved
Male,Yes,Graduate,No,18238,5651,389,300,0,Urban,Rejected
Male,Yes,Graduate,No,14950,177,605,180,0,Semiurban,Rejected
Male,No,Graduate,Yes,14440,6410,562,300,1,Semiurban,Approved
Female,Yes,Not Graduate,No,14502,7080,700,180,0,Rural,Rejected
Female,Yes,Graduate,Yes,18731,5215,382,240,0,Semiurban,Rejected
Female,Yes,Graduate,No,14215,8263,460,180,0,Urban,Rejected
Male,Yes,Not Graduate,No,10344,7549,354,240,0,Urban,Rejected
Male,No,Graduate,No,13399,9631,479,300,1,Semiurban,Approved
Female,No,Graduate,No,4688,7564,486,300,0,Rural,Rejected
Male,Yes,Not Graduate,Yes,3519,8088,220,240,0,Semiurban,Rejected
Male,No,Not Graduate,Yes,17612,2138,131,180,0,Urban,Rejected
Female,No,Not Graduate,No,16608,9686,600,240,1,Rural,Approved
Male,No,Graduate,No,10438,6373,529,360,1,Semiurban,Approved
Female,No,Graduate,Yes,5008,5761,559,360,1,Semiurban,Approved
Female,No,Graduate,Yes,16215,9018,172,300,0,Urban,Rejected
Female,Yes,Not Graduate,Yes,19237,4996,345,180,0,Urban,Rejected
Male,Yes,Graduate,No,10211,864,686,240,1,Urban,Approved
Male,No,Graduate,Yes,4519,8427,185,360,1,Rural,Rejected
Female,No,Not Graduate,Yes,17017,9303,464,300,0,Rural,Rejected
Male,No,Not Graduate,Yes,12616,8219,187,180,1,Semiurban,Approved
Male,Yes,Not Graduate,Yes,12827,1808,220,180,1,Urban,Approved
Male,No,Not Graduate,No,16507,2433,462,300,0,Semiurban,Rejected
Male,Yes,Graduate,Yes,1999,3393,683,360,0,Semiurban,Rejected
Male,Yes,Graduate,Yes,2781,1033,200,180,0,Urban,Rejected
Female,No,Graduate,Yes,7887,2555,60,180,0,Urban,Rejected
Male,Yes,Graduate,Yes,11023,3510,558,180,1,Urban,Approved
Female,No,Graduate,No,10428,7200,356,360,0,Urban,Rejected
Female,No,Not Graduate,Yes,13566,8966,509,180,0,Urban,Rejected
Female,No,Not Graduate,No,15221,3156,505,240,1,Urban,Approved
Male,Yes,Not Graduate,No,13459,5511,404,240,1,Semiurban,Approved
Female,Yes,Not Graduate,No,10190,3634,662,360,0,Urban,Rejected
Male,No,Not Graduate,No,15030,4353,602,180,0,Rural,Rejected
Female,Yes,Not Graduate,No,13378,300,648,180,1,Rural,Approved
Male,Yes,Graduate,Yes,6755,4228,334,180,0,Rural,Rejected
Male,Yes,Not Graduate,Yes,7802,1614,64,360,1,Rural,Approved
Male,No,Graduate,No,16872,2597,310,180,0,Semiurban,Rejected
Female,Yes,Not Graduate,No,10808,3149,532,360,1,Semiurban,Approved
Male,Yes,Not Graduate,Yes,10297,4833,97,360,1,Semiurban,Approved
Female,No,Not Graduate,Yes,7203,4449,553,180,0,Rural,Rejected
Female,No,Graduate,Yes,5911,7088,454,180,1,Semiurban,Approved
Female,Yes,Graduate,Yes,18873,562,350,360,1,Urban,Approved
Female,No,Graduate,No,8111,552,584,360,0,Rural,Rejected
Female,Yes,Graduate,No,6066,370,387,360,1,Semiurban,Approved
Male,No,Not Graduate,No,5487,1003,536,180,0,Semiurban,Rejected
Female,Yes,Not Graduate,Yes,10503,8120,83,180,0,Rural,Rejected
Female,Yes,Graduate,No,16502,10000,505,300,0,Semiurban,Rejected
Male,Yes,Graduate,Yes,19473,4785,342,300,0,Semiurban,Rejected
Male,Yes,Not Graduate,No,4406,3834,312,360,1,Rural,Rejected
Male,No,Not Graduate,No,3681,7409,265,180,0,Urban,Rejected
Male,Yes,Not Graduate,No,17066,9729,139,300,1,Urban,Approved
Male,No,Not Graduate,Yes,8081,9357,404,240,1,Rural,Approved
Female,No,Graduate,Yes,11377,9298,618,180,1,Semiurban,Approved
Female,No,Graduate,No,5171,7054,60,180,1,Semiurban,Approved
Male,No,Not Graduate,No,10616,3608,79,180,0,Semiurban,Rejected
Male,No,Graduate,No,9577,7885,78,240,0,Semiurban,Rejected
Female,Yes,Graduate,No,6345,6092,65,240,1,Urban,Approved
Male,No,Graduate,No,7702,8900,488,360,0,Urban,Rejected
Male,Yes,Not Graduate,Yes,12864,5172,121,360,1,Rural,Approved
Female,No,Not Graduate,Yes,14085,9899,241,180,1,Urban,Approved
Male,No,Not Graduate,No,2493,8888,592,300,0,Rural,Rejected
Male,No,Graduate,Yes,11266,3370,645,360,0,Semiurban,Rejected
Female,Yes,Not Graduate,No,12598,4167,149,180,0,Urban,Rejected
Male,Yes,Graduate,Yes,11466,1894,147,360,1,Urban,Approved
Male,No,Not Graduate,No,7516,2524,356,240,0,Semiurban,Rejected
Female,Yes,Graduate,Yes,3864,5902,174,180,0,Urban,Rejected
Male,No,Not Graduate,No,6276,682,79,360,0,Urban,Rejected
Female,No,Not Graduate,Yes,19656,1265,600,300,1,Semiurban,Approved
Male,No,Graduate,Yes,4888,7565,106,240,1,Urban,Rejected
Female,No,Graduate,Yes,17817,196,113,360,1,Rural,Approved
Male,Yes,Not Graduate,Yes,10179,3363,348,240,1,Rural,Approved
Male,Yes,Not Graduate,Yes,10513,2506,413,300,0,Semiurban,Rejected
Female,Yes,Graduate,Yes,12654,2434,497,360,1,Semiurban,Approved
Male,Yes,Not Graduate,No,16102,1645,315,300,1,Semiurban,Approved
Male,Yes,Graduate,Yes,15315,6671,653,300,0,Urban,Rejected
Female,Yes,Not Graduate,Yes,1602,9712,422,180,1,Semiurban,Rejected
Male,Yes,Not Graduate,No,15150,3960,692,180,0,Rural,Rejected
Female,Yes,Graduate,Yes,8628,3257,163,240,0,Urban,Rejected
Female,Yes,Graduate,No,14400,2757,326,240,0,Semiurban,Rejected
Male,Yes,Not Graduate,No,18250,4183,622,240,0,Semiurban,Rejected
Male,Yes,Not Graduate,No,6599,8267,203,360,0,Semiurban,Rejected
Male,No,Not Graduate,Yes,5906,8564,121,180,1,Urban,Approved
Female,Yes,Graduate,No,17838,3357,90,360,1,Semiurban,Approved
Male,No,Not Graduate,Yes,1652,1750,77,300,0,Rural,Rejected
Female,Yes,Graduate,Yes,5937,3650,108,300,0,Urban,Rejected
Male,No,Not Graduate,No,17779,7649,629,360,1,Rural,Approved
Female,No,Graduate,No,3954,7608,203,300,1,Rural,Rejected
Male,Yes,Graduate,No,3241,7359,582,360,1,Rural,Rejected
Male,Yes,Graduate,Yes,17830,895,54,240,1,Urban,Approved
Female,No,Graduate,No,13587,1053,664,180,0,Urban,Rejected
Male,Yes,Graduate,Yes,17089,3191,93,360,1,Semiurban,Approved
Female,Yes,Not Graduate,Yes,14255,282,98,360,1,Rural,Approved
Female,No,Not Graduate,No,19832,5819,182,300,1,Semiurban,Approved
Female,No,Not Graduate,No,5114,1400,624,240,1,Semiurban,Approved
Female,No,Not Graduate,Yes,15371,1050,253,240,0,Urban,Rejected
Female,Yes,Graduate,Yes,13093,9007,233,300,1,Semiurban,Approved
Female,Yes,Graduate,Yes,18941,5341,518,180,1,Semiurban,Approved
Male,Yes,Graduate,Yes,11591,9852,439,300,1,Urban,Approved
Male,Yes,Not Graduate,Yes,4772,4834,518,300,1,Urban,Rejected
Male,Yes,Graduate,No,13223,2209,53,180,0,Urban,Rejected
Male,No,Not Graduate,Yes,3399,4658,275,300,0,Rural,Rejected
Male,Yes,Not Graduate,No,11059,7572,237,360,1,Semiurban,Approved
Female,Yes,Graduate,No,7014,6049,481,180,0,Urban,Rejected
Female,Yes,Not Graduate,Yes,4823,8708,426,240,0,Rural,Rejected
Male,Yes,Graduate,Yes,12160,6394,142,240,1,Rural,Approved
Male,Yes,Graduate,Yes,5914,5052,658,240,0,Semiurban,Rejected
Male,No,Graduate,No,2685,1587,602,300,0,Semiurban,Rejected
Male,Yes,Graduate,No,4742,8827,359,300,1,Urban,Rejected
Female,No,Not Graduate,No,17039,8590,637,360,1,Urban,Approved
Female,No,Graduate,Yes,5147,5480,179,360,1,Rural,Approved
Female,Yes,Graduate,Yes,3227,3900,158,180,0,Semiurban,Rejected
Female,No,Graduate,No,14333,4936,210,360,0,Urban,Rejected
Female,No,Graduate,Yes,11446,7032,672,360,0,Semiurban,Rejected
Female,Yes,Not Graduate,Yes,7938,6358,417,180,1,Rural,Approved
Female,Yes,Not Graduate,No,4276,5878,192,240,1,Rural,Rejected
Male,Yes,Not Graduate,Yes,12105,8039,320,240,1,Urban,Approved
Male,Yes,Not Graduate,No,17664,8502,463,300,1,Rural,Approved
Female,No,Graduate,No,18305,9873,160,360,1,Semiurban,Approved
Male,No,Not Graduate,No,4906,1809,450,300,0,Semiurban,Rejected
Male,No,Graduate,No,10821,1259,679,360,0,Rural,Rejected
Female,Yes,Graduate,No,16274,3910,274,180,1,Semiurban,Approved
Female,Yes,Graduate,Yes,2658,893,72,300,0,Rural,Rejected
Female,No,Not Graduate,No,18154,5391,67,360,0,Urban,Rejected
Female,Yes,Graduate,Yes,2860,2868,540,360,0,Semiurban,Rejected
Male,No,Graduate,Yes,12052,5249,592,240,1,Urban,Approved
Male,No,Not Graduate,Yes,7143,2609,253,240,0,Semiurban,Rejected
Female,Yes,Not Graduate,Yes,19341,849,494,300,1,Semiurban,Approved
Male,Yes,Graduate,No,3038,2099,511,360,0,Semiurban,Rejected
Female,Yes,Graduate,Yes,4122,3991,314,240,0,Semiurban,Rejected
Female,No,Graduate,Yes,5616,7165,255,240,0,Urban,Rejected
Female,No,Not Graduate,No,11027,9480,253,360,1,Semiurban,Approved
Male,Yes,Graduate,No,4764,6422,372,360,0,Semiurban,Rejected
Female,Yes,Not Graduate,No,11040,2550,481,300,1,Rural,Approved
Female,No,Not Graduate,Yes,2726,7757,306,360,1,Semiurban,Rejected
Male,No,Graduate,Yes,1645,1103,622,360,0,Semiurban,Rejected
Male,No,Not Graduate,No,3546,3039,637,180,0,Semiurban,Rejected
Male,Yes,Not Graduate,Yes,7650,7708,129,360,0,Urban,Rejected
Male,No,Graduate,No,17389,8897,389,300,1,Semiurban,Approved
Male,Yes,Graduate,Yes,11440,8130,607,180,1,Semiurban,Approved
Female,Yes,Not Graduate,Yes,5215,3042,447,180,1,Rural,Approved
Female,No,Not Graduate,No,18555,3555,329,180,0,Semiurban,Rejected
Male,Yes,Graduate,No,1756,3059,486,240,1,Urban,Rejected
Male,Yes,Graduate,No,12238,9434,317,180,0,Urban,Rejected
Male,Yes,Not Graduate,No,9804,2343,81,360,0,Semiurban,Rejected
Male,Yes,Not Graduate,No,7099,5752,403,360,0,Urban,Rejected
Male,Yes,Graduate,Yes,7745,9308,324,180,0,Semiurban,Rejected
Female,No,Graduate,No,14987,143,235,300,0,Rural,Rejected
Female,No,Not Graduate,No,16794,4700,229,180,1,Rural,Approved
Female,No,Graduate,Yes,13509,4805,154,180,0,Urban,Rejected
Female,Yes,Graduate,Yes,3756,8543,122,360,0,Rural,Rejected
Male,Yes,Graduate,No,7562,7591,547,300,1,Semiurban,Approved
Female,No,Graduate,Yes,16452,4871,488,300,1,Rural,Approved
Male,No,Graduate,Yes,3108,525,445,360,0,Semiurban,Rejected
Female,No,Not Graduate,Yes,6586,1405,363,240,0,Semiurban,Rejected
Female,No,Graduate,Yes,9801,1838,153,300,1,Rural,Approved
Female,No,Graduate,Yes,13660,8792,83,180,0,Rural,Rejected
Male,No,Not Graduate,No,5021,5892,620,300,1,Rural,Approved
Female,No,Graduate,Yes,13652,5103,281,180,0,Urban,Rejected
Male,Yes,Not Graduate,Yes,13679,5765,613,360,1,Rural,Approved
Female,No,Graduate,No,4446,761,456,360,1,Rural,Rejected
Male,No,Graduate,Yes,6529,8578,587,300,0,Semiurban,Rejected
Male,No,Graduate,No,2659,54,536,240,0,Semiurban,Rejected
Male,No,Not Graduate,Yes,17709,749,482,240,0,Rural,Rejected
Female,No,Not Graduate,No,10901,1813,576,240,0,Semiurban,Rejected
Female,No,Graduate,Yes,1765,1075,122,240,1,Urban,Rejected
Male,No,Graduate,No,7671,8619,417,360,1,Semiurban,Approved
Female,Yes,Graduate,No,4551,6212,241,180,0,Semiurban,Rejected
Female,No,Graduate,Yes,14825,5038,421,240,1,Semiurban,Approved
Male,Yes,Graduate,Yes,15051,2221,225,300,0,Semiurban,Rejected
Male,Yes,Graduate,No,15786,4322,277,180,1,Rural,Approved
Male,Yes,Not Graduate,Yes,4005,9126,424,240,1,Rural,Rejected
Male,Yes,Graduate,Yes,4616,7880,476,240,1,Rural,Rejected
Female,No,Graduate,Yes,16449,1981,188,180,1,Rural,Approved
Male,Yes,Graduate,Yes,3742,7479,260,360,0,Urban,Rejected
Male,Yes,Not Graduate,Yes,12292,5255,56,300,0,Rural,Rejected
Female,No,Graduate,No,13943,3564,324,360,0,Semiurban,Rejected
Male,Yes,Not Graduate,Yes,12330,2995,59,240,1,Urban,Approved
Female,Yes,Not Graduate,No,4472,5143,427,180,1,Semiurban,Rejected
Male,Yes,Not Graduate,Yes,16895,8892,87,180,0,Urban,Rejected
Male,No,Graduate,No,13467,3998,246,180,0,Rural,Rejected
Female,No,Graduate,Yes,14269,4781,403,360,0,Semiurban,Rejected
Female,No,Not Graduate,No,18614,2898,229,240,1,Semiurban,Approved
Male,Yes,Not Graduate,No,2277,2772,502,360,1,Rural,Rejected
Female,Yes,Graduate,No,12784,7609,491,360,1,Urban,Approved
Male,Yes,Not Graduate,No,10761,2986,338,240,1,Rural,Approved
Female,Yes,Graduate,No,6932,748,439,180,0,Semiurban,Rejected
Female,Yes,Not Graduate,Yes,13825,7170,416,180,1,Semiurban,Approved
Female,No,Graduate,No,13099,3323,339,300,0,Urban,Rejected
Male,Yes,Graduate,No,17802,6282,700,300,0,Rural,Rejected
Female,No,Graduate,No,9624,2092,457,300,1,Rural,Approved
Male,Yes,Not Graduate,No,8443,362,643,300,1,Urban,Approved
Male,Yes,Not Graduate,No,9264,1046,241,240,0,Rural,Rejected
Male,No,Graduate,Yes,18525,6357,291,360,0,Rural,Rejected
Male,No,Graduate,No,19573,9311,406,300,0,Semiurban,Rejected
Male,Yes,Graduate,Yes,6621,7054,454,240,1,Semiurban,Approved
Male,Yes,Graduate,Yes,8834,2724,327,240,1,Semiurban,Approved
Female,No,Not Graduate,Yes,18540,7487,439,300,0,Rural,Rejected
Female,No,Graduate,Yes,12227,2324,695,300,1,Rural,Approved
Male,Yes,Not Graduate,Yes,10693,9763,310,360,0,Urban,Rejected
Female,No,Not Graduate,No,10469,2906,590,240,1,Rural,Approved
Male,No,Graduate,No,14744,6709,391,180,0,Urban,Rejected
Male,No,Not Graduate,Yes,6829,2470,319,300,1,Semiurban,Approved
Male,Yes,Not Graduate,No,19669,8876,142,240,0,Rural,Rejected
Male,No,Graduate,No,6364,8681,686,360,0,Rural,Rejected
Male,No,Not Graduate,Yes,3948,6323,57,180,1,Urban,Rejected
Male,No,Not Graduate,No,9635,426,687,240,1,Urban,Approved
Male,Yes,Not Graduate,Yes,14700,400,530,300,0,Semiurban,Rejected
Female,No,Graduate,No,11236,9589,132,180,1,Rural,Approved
Female,No,Not Graduate,Yes,3035,285,137,180,0,Rural,Rejected
Male,No,Graduate,No,15119,7605,616,180,1,Rural,Approved
Male,No,Not Graduate,No,7811,7091,124,300,1,Semiurban,Approved
Female,No,Graduate,No,4923,7421,670,300,0,Semiurban,Rejected
Female,Yes,Not Graduate,No,16324,7773,495,300,1,Rural,Approved
Male,Yes,Not Graduate,Yes,13502,8370,552,180,0,Semiurban,Rejected
Female,No,Graduate,Yes,8916,71,230,360,0,Urban,Rejected
Male,No,Not Graduate,Yes,11530,1453,278,180,1,Rural,Approved
Male,No,Not Graduate,No,14388,2548,315,360,0,Urban,Rejected
Male,Yes,Graduate,Yes,6258,3435,111,240,1,Rural,Approved
Female,No,Graduate,Yes,5404,5678,320,300,1,Urban,Approved
Male,Yes,Not Graduate,No,12594,3746,675,240,1,Urban,Approved
Male,No,Not Graduate,Yes,17023,169,620,180,0,Urban,Rejected
Male,Yes,Not Graduate,No,4988,3920,580,240,1,Semiurban,Rejected
Male,Yes,Graduate,No,12403,6344,424,360,1,Urban,Approved
Female,No,Not Graduate,Yes,16152,1612,349,300,1,Rural,Approved
Female,No,Not Graduate,Yes,2842,5876,214,240,1,Rural,Rejected
Female,Yes,Graduate,No,11368,3392,159,300,1,Semiurban,Approved
Female,Yes,Not Graduate,Yes,17176,402,600,180,1,Urban,Approved
Female,Yes,Graduate,Yes,17445,2119,532,300,1,Rural,Approved
Male,Yes,Not Graduate,Yes,6456,4140,667,360,0,Semiurban,Rejected
Male,No,Not Graduate,No,7349,1277,95,180,1,Urban,Approved
Male,Yes,Not Graduate,No,15313,486,584,180,0,Rural,Rejected
Male,Yes,Not Graduate,Yes,14211,5972,218,240,1,Rural,Approved
Female,Yes,Graduate,No,19790,507,678,240,1,Semiurban,Approved
Male,No,Not Graduate,No,3451,6260,592,180,0,Rural,Rejected
Male,Yes,Not Graduate,No,10797,4861,208,180,1,Semiurban,Approved
Female,Yes,Graduate,No,10935,7333,382,300,0,Rural,Rejected
Male,No,Not Graduate,No,7133,8050,505,360,0,Urban,Rejected
Female,No,Graduate,No,15456,9060,370,360,0,Urban,Rejected
Male,No,Graduate,Yes,15484,4874,296,300,0,Rural,Rejected
Male,Yes,Not Graduate,No,3335,1664,674,240,0,Rural,Rejected
Female,Yes,Not Graduate,No,9297,1068,633,300,0,Rural,Rejected
Female,Yes,Graduate,No,15715,7764,230,360,0,Semiurban,Rejected
Male,No,Not Graduate,Yes,4308,3260,604,360,1,Urban,Rejected
Female,Yes,Not Graduate,No,1744,8503,639,360,1,Urban,Rejected
Female,No,Graduate,No,6567,381,587,360,1,Rural,Approved
Female,No,Not Graduate,No,3100,3163,294,240,0,Urban,Rejected
Female,No,Graduate,No,12960,8109,88,360,0,Rural,Rejected
Male,No,Not Graduate,Yes,4438,7753,184,300,0,Urban,Rejected
Female,No,Not Graduate,Yes,13374,1522,486,300,1,Urban,Approved
Male,Yes,Graduate,Yes,10354,5109,611,180,1,Urban,Approved
Female,No,Not Graduate,Yes,18966,6559,642,360,1,Rural,Approved
Female,Yes,Not Graduate,Yes,19275,3968,665,360,0,Semiurban,Rejected
Female,No,Graduate,Yes,11652,9111,329,180,1,Semiurban,Approved
Female,Yes,Not Graduate,No,11990,8660,508,240,1,Semiurban,Approved
Male,Yes,Graduate,No,11507,725,239,360,1,Urban,Approved
Female,No,Graduate,Yes,3536,54,65,180,0,Semiurban,Rejected
Female,No,Graduate,Yes,11647,1057,685,180,1,Urban,Approved
Male,Yes,Not Graduate,Yes,14635,6764,383,240,1,Urban,Approved
Female,Yes,Not Graduate,Yes,16062,720,217,240,0,Urban,Rejected
Male,Yes,Graduate,No,12168,4098,295,360,1,Rural,Approved
Male,Yes,Not Graduate,Yes,4081,5060,631,300,1,Urban,Rejected
Male,No,Graduate,Yes,14398,4905,467,180,0,Rural,Rejected
Female,No,Not Graduate,No,7451,9242,615,240,0,Semiurban,Rejected
Female,No,Not Graduate,No,16372,4804,529,240,0,Urban,Rejected
Male,Yes,Not Graduate,Yes,4843,2955,199,240,1,Urban,Rejected
Female,No,Graduate,No,11548,7341,390,240,1,Urban,Approved
Male,No,Graduate,No,7163,6901,296,360,1,Urban,Approved
Male,No,Graduate,No,8242,6780,251,300,0,Semiurban,Rejected
Female,No,Graduate,No,16893,8043,434,240,0,Semiurban,Rejected
Female,Yes,Graduate,No,14235,8319,215,180,1,Semiurban,Approved
Male,No,Graduate,No,19332,9800,679,240,0,Semiurban,Rejected
Female,Yes,Graduate,No,18251,7593,512,360,1,Rural,Approved
Female,No,Not Graduate,Yes,5036,7979,312,360,0,Rural,Rejected
Male,Yes,Graduate,No,9086,7261,625,240,1,Rural,Approved
Female,No,Graduate,No,2138,8647,602,360,1,Semiurban,Rejected
Male,No,Graduate,No,12813,3680,427,360,1,Rural,Approved
Male,No,Not Graduate,Yes,7131,7605,677,240,0,Semiurban,Rejected
Female,No,Not Graduate,Yes,8334,736,174,300,0,Rural,Rejected
Female,No,Graduate,No,3192,5047,361,180,1,Semiurban,Rejected
Male,No,Graduate,Yes,9203,6981,654,300,1,Rural,Approved
Female,Yes,Graduate,No,17659,19,344,180,1,Semiurban,Approved
Female,Yes,Not Graduate,Yes,14396,1609,647,240,0,Urban,Rejected
Female,Yes,Not Graduate,Yes,14666,952,447,180,1,Semiurban,Approved
Male,No,Graduate,Yes,8327,3305,627,240,1,Rural,Approved
Male,No,Graduate,Yes,10158,2865,93,180,1,Rural,Approved
Male,No,Not Graduate,No,13078,1427,496,180,1,Rural,Approved
Male,No,Graduate,No,9335,6473,639,300,1,Semiurban,Approved
Female,No,Not Graduate,Yes,4350,2149,194,300,1,Rural,Rejected
Male,No,Not Graduate,No,13179,5019,522,180,1,Rural,Approved
Female,No,Graduate,Yes,17868,3738,693,240,0,Semiurban,Rejected
Male,No,Not Graduate,Yes,9379,3944,175,360,0,Urban,Rejected
Male,No,Graduate,No,18366,4815,323,180,1,Semiurban,Approved
Male,Yes,Graduate,No,10997,7807,260,300,0,Urban,Rejected
Female,No,Graduate,No,15603,1167,484,360,0,Urban,Rejected
Female,Yes,Not Graduate,Yes,4039,8350,286,360,0,Urban,Rejected
Female,No,Graduate,No,19528,4206,364,300,1,Rural,Approved
Female,Yes,Not Graduate,Yes,6898,5275,546,360,0,Semiurban,Rejected
Female,Yes,Graduate,No,18599,4376,155,300,0,Semiurban,Rejected
Female,Yes,Not Graduate,No,11235,9719,371,360,0,Urban,Rejected
Male,Yes,Not Graduate,Yes,19570,4507,617,300,0,Semiurban,Rejected
Male,No,Not Graduate,No,6643,6570,458,240,0,Rural,Rejected
Female,No,Graduate,Yes,18206,4782,513,300,1,Rural,Approved
Male,No,Graduate,Yes,12019,9338,160,240,0,Rural,Rejected
Male,Yes,Graduate,No,5420,537,493,360,0,Semiurban,Rejected
Male,Yes,Graduate,Yes,10889,1483,57,300,1,Rural,Approved
Female,Yes,Not Graduate,No,12813,5901,575,180,0,Urban,Rejected
Male,No,Graduate,Yes,19229,641,278,300,0,Semiurban,Rejected
Male,No,Not Graduate,Yes,11358,3560,452,360,0,Urban,Rejected
Female,No,Not Graduate,Yes,15924,9415,476,180,1,Semiurban,Approved
Female,No,Not Graduate,Yes,8418,8753,72,300,1,Urban,Approved
Male,No,Graduate,No,1700,2915,668,360,1,Urban,Rejected
Female,Yes,Not Graduate,Yes,13292,6165,161,240,0,Semiurban,Rejected
Female,Yes,Not Graduate,Yes,4546,7556,453,300,1,Urban,Rejected
